Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"North Face - Right Side","Slant Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/108331257/north-face-right-side,1.7,-1,Boulder,V0-,1,10,34.2696,-118.6055
"Black Mask","Bridge Boulder > Arroyo Seco Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/107429706/black-mask,2.7,-1,Boulder,V2,1,9,34.212,-118.1714
"Chop to the top","Wall Boulder > Arroyo Seco Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/108564623/chop-to-the-top,2.7,-1,Boulder,V2,1,15,34.2114,-118.1707
"Unnamed V1","Peanut Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/109124804/unnamed-v1,1.9,-1,Boulder,V1,1,10,34.33979,-118.01607
"Flash Jordan","Parking Lot Boulders > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/114547928/flash-jordan,2.8,-1,Boulder,V2,1,10,33.59478,-117.8776
"The Ear","B1 Boulder > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/106649394/the-ear,2.8,-1,Boulder,V3-4,1,10,34.2692,-118.6036
Arete,"Planet of the Apes Area > Malibu Creek State Park Bouldering > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112934608/arete,2.8,-1,Boulder,V3,1,10,34.0975,-118.72903
"Even Warmer Traverse","Parking Lot Boulders > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/116986294/even-warmer-traverse,2.8,-1,Boulder,V-easy,1,15,33.59478,-117.8776
Perplexity,"Conglomerate Boulders (Templin boulders) - misc problems > Conglomerate Boulders (Templin boulders) > Piru Creek > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/112785360/perplexity,2.8,-1,Boulder,V2,1,17,34.61078,-118.7499
"Lieback Flake","Slab Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/114100153/lieback-flake,2.3,-1,Boulder,V-easy,1,15,34.27002,-118.60316
"The Edge","Slant Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/107018458/the-edge,1.5,-1,Boulder,V-easy,1,15,34.2696,-118.6055
"Pin Scar","Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/106762605/pin-scar,2.1,-1,Boulder,V0,1,15,33.5947,-117.87816
"Warm-up Traverse","Parking Lot Boulders > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/116986260/warm-up-traverse,2.6,-1,Boulder,V-easy,1,10,33.59478,-117.8776
"LeProhon Press","LeProhon Press Boulder > Malibu Lieback Area > Malibu Tunnel Boulders > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/118246880/leprohon-press,2.6,-1,Boulder,V3,1,8,34.07432,-118.70405
"Face with no Name","Canyon Boulders > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/105962474/face-with-no-name,2.4,-1,Boulder,V0,1,15,34.27152,-118.60341
Passat,"Swiss Cheese Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/112908769/passat,2.4,-1,Boulder,V1+,1,15,34.34038,-118.01602
Goomba,"Goomba > Ridge Trail > El Cariso > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/111416876/goomba,2.5,-1,Boulder,V1-2,1,10,33.64421,-117.4427
"Crooked I","Blank Generation Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/109659735/crooked-i,2.5,-1,Boulder,V4-5,1,10,34.34141,-118.01597
Hook,"Gainsborough Boulders > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/108205434/hook,2.5,-1,Boulder,V1,1,,34.1954,-118.8859
Elysia,"Elysia > First Hill > El Cariso > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/107763489/elysia,2.3,-1,Boulder,V1,1,,33.64482,-117.44256
"Daddy Long Legs","Peanut Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/108150616/daddy-long-legs,2.6,-1,Boulder,V4,1,,34.33979,-118.01607
Unnamed-2,"A - Boulder (Left Of Trail) > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/108119388/unnamed-2,2.6,-1,Boulder,V0,1,,34.34141,-118.01597
"Yabo Mantle","Boulder 1 > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/116090573/yabo-mantle,2.7,-1,Boulder,V4,1,,34.2698,-118.6056
"The Slab - Left","Slant Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/106623880/the-slab-left,1.7,-1,Boulder,V-easy,1,10,34.2696,-118.6055
"Ashley Swenson Sucks","Arbor day boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/118838222/ashley-swenson-sucks,2.7,-1,Boulder,"V1+ PG13",1,,34.34043,-118.01569
"In The Name Of The Father","Holy Water Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/108119403/in-the-name-of-the-father,1.5,-1,Boulder,V-easy,1,,34.34,-118.0149
"Unkown Crack","Stumbling Blocks > Malibu Creek State Park > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/106691794/unkown-crack,2.7,-1,Boulder,V1,1,20,34.09602,-118.73011
"A New Slope","Death Star > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/119289671/a-new-slope,2.7,-1,Boulder,V3,1,12,34.26964,-118.60362
"Like A Herd Of Turtles","Back Wall > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/119819811/like-a-herd-of-turtles,2.7,-1,Boulder,V4-5,1,25,34.27101,-118.60312
"Fale Problem","Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/106755481/fale-problem,2.1,-1,Boulder,"V0 PG13",1,20,33.5947,-117.87816
Ladle,"Mi Boulder > Ortega Falls > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119898181/ladle,2.7,-1,Boulder,V2+,1,9,33.62626,-117.42736
"S's Bane 2","San Juan Canyon > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/108184269/ss-bane-2,2.7,-1,Boulder,V0,1,12,33.61641,-117.42735
"Tick Frog","Tick Boulder > Tick Rock > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119270517/tick-frog,2.5,-1,Boulder,V1+,1,10,34.06595,-118.55954
Yang,"Other Routes > Rock Garden > Mount Baldy Road > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/107260839/yang,2.7,-1,Boulder,V0+,1,8,34.28159,-117.63997
"Tusken Raider","Crystal Lake Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/107347694/tusken-raider,2.7,-1,Boulder,"5.6 V-easy",1,35,34.3163,-117.8385
"Hinge Indirect","Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/106755505/hinge-indirect,2.2,-1,Boulder,V0,1,20,33.5947,-117.87816
"Gravity Sucks","Parking Lot Boulders > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/116829230/gravity-sucks,2.5,-1,Boulder,V0,1,10,33.59478,-117.8776
"North Face - Left Side - ""Sans Hands""","Slant Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/115350651/north-face-left-side-sans-hands,2.4,-1,Boulder,V0,1,10,34.2696,-118.6055
"Mommies Face","Mommys Boys > Summit Boulders > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/105926328/mommies-face,2.4,-1,"TR, Boulder","5.8 V0",1,20,34.2707,-118.6042
"Baby Ricky","Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/106769006/baby-ricky,1.6,-1,"Trad, Boulder","5.8 V-easy",1,15,33.5947,-117.87816
"Green Burrito","Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/106755971/green-burrito,2.1,-1,Boulder,V1,1,30,33.5947,-117.87816
"The Shocker","The Shocker > First Hill > El Cariso > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/107763173/the-shocker,2.5,-1,Boulder,V2-3,1,12,33.6447,-117.44195
"Natural Showmanship","Piton Rock > Rock Garden > Mount Baldy Road > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/107260998/natural-showmanship,2.5,-1,Boulder,V1-2,1,21,34.28159,-117.63997
"Slant Rock Mantle","Slant Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/119964277/slant-rock-mantle,2.1,-1,Boulder,V-easy,1,6,34.2696,-118.6055
Unnamed,"A - Boulder (Left Of Trail) > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/108119379/unnamed,2.5,-1,Boulder,V0,1,,34.34141,-118.01597
"Gather Up","Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/106755743/gather-up,1.9,-1,Boulder,V0+,1,20,33.5947,-117.87816
"Center Route","Carousel Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/106116006/center-route,1.9,-1,Boulder,V0,1,20,34.27194,-118.60359
"Pin Hole","Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/106755464/pin-hole,2.0,-1,Boulder,"V0 PG13",1,20,33.5947,-117.87816
"The Refrigerator","The Refrigerator > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/113550097/the-refrigerator,2.4,-1,Boulder,V3,1,,34.34053,-118.01664
"Is this the Krusty Krab","Parking Lot Boulders > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/116986387/is-this-the-krusty-krab,2.4,-1,"Sport, Boulder",V0-,1,15,33.59478,-117.8776
"French Wiggler","Boulder 2 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117870819/french-wiggler,2.4,-1,Boulder,V1+,1,15,34.10186,-118.84602
CLAY-ton,"Canyon Crest Road Boulder > Arroyo Seco Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/113956257/clay-ton,2.4,-1,Boulder,V1,1,12,34.2086,-118.163
"Center Direct","Carousel Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/107211786/center-direct,2.4,-1,Boulder,V3,1,15,34.27194,-118.60359
"Pocket Pussy","Boulder 2 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117870586/pocket-pussy,2.3,-1,Boulder,"V2+ PG13",1,20,34.10186,-118.84602
"Broken Flake","Naked Edge Boulder > Purple Stones North > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119578616/broken-flake,2.3,-1,Boulder,"V1 R",1,15,34.07674,-118.59128
"The Brain","Grumpy Man > Ridge Trail > El Cariso > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/107943443/the-brain,2.3,-1,Boulder,V2+,1,,33.64137,-117.44259
"And The Son","Holy Water Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/108119414/and-the-son,1.6,-1,Boulder,V1,1,,34.34,-118.0149
"Quotation Marks","Pile Ups > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/111081786/quotation-marks,1.8,-1,Boulder,V-easy,1,15,34.26915,-118.60472
"My Dog Ringo.","Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/118234430/my-dog-ringo,2.5,-1,Boulder,V2,1,20,33.5947,-117.87816
"Fallen Tree Splitter","Top Rope Wall > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/121134412/fallen-tree-splitter,2.5,-1,"Trad, TR, Boulder","5.6 V-easy",1,15,34.34693,-118.01735
"Lord of the Flies","Temporal Boulders > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/121114755/lord-of-the-flies,2.5,-1,Boulder,V3,1,16,34.06552,-118.93271
"Tres Leches","The Black Tower > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/118837866/tres-leches,2.5,-1,Boulder,V3-,1,,34.34124,-118.01604
"Loaded Bunny","Zodiac Boulder > Purple Stones North > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119644042/loaded-bunny,2.5,-1,Boulder,V4,1,,34.07673,-118.5914
"Avalon Sisters","Parsons Beach > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/116195805/avalon-sisters,2.5,-1,"TR, Boulder","5.6 V1-",1,35,33.4731,-118.5503
Beelzebub,"El Diablo Boulder > Malibu Lieback Area > Malibu Tunnel Boulders > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/120903008/beelzebub,2.5,-1,Boulder,V3,1,18,34.07418,-118.70394
"Babylon Sisters","Parsons Beach > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/116195859/babylon-sisters,2.5,-1,"TR, Boulder",V1+,1,35,33.4731,-118.5503
Springtime,"The Black Tower > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/120414551/springtime,2.5,-1,Boulder,V4,1,,34.34124,-118.01604
Gelt,"Tick Boulder > Tick Rock > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/121117060/gelt,2.5,-1,Boulder,"V1 PG13",1,12,34.06595,-118.55954
Zeal,"Elephant Hill > Los Angeles Basin > California",https://www.mountainproject.com/route/110425518/zeal,2.5,-1,Boulder,V4,1,13,34.0508,-117.79585
Saucin',"Boulder 2 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117870788/saucin,2.5,-1,Boulder,V1-,1,15,34.10186,-118.84602
"Some Slab","Zodiac Boulder > Purple Stones North > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/121664205/some-slab,2.5,-1,Boulder,"V-easy PG13",1,,34.07673,-118.5914
"Coffin Crimper","Chossy Boi Boulder > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117870452/coffin-crimper,2.5,-1,Boulder,V2,1,15,34.10178,-118.8458
"Girl in the Curl  V1","Girl in the Curl Boulder > Aid Hill > El Cariso > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/108004361/girl-in-the-curl-v1,2.5,-1,"Trad, Boulder","5.7 V-easy",1,12,33.64042,-117.44235
Obligatory,"Conglomerate Boulders (Templin boulders) - misc problems > Conglomerate Boulders (Templin boulders) > Piru Creek > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/113640257/obligatory,2.5,-1,Boulder,V2,1,10,34.61078,-118.7499
Rawhide,"KinderCare Boulders > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/110005991/rawhide,2.5,-1,Boulder,V3,1,11,33.63796,-117.41618
Castration,"El Cariso - Misc Problems > El Cariso > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/107860100/castration,2.5,-1,Boulder,V3-4,1,15,33.64377,-117.44323
Slap,"Slap Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/109601051/slap,2.1,-1,Boulder,V1,1,8,34.27047,-118.60313
Sidewinder,"KinderCare Boulders > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/109913428/sidewinder,2.5,-1,Boulder,V2,1,10,33.63796,-117.41618
"Unnamed Arete","Mozart's Wall > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/106602489/unnamed-arete,2.5,-1,Boulder,V0,1,15,34.27129,-118.60359
"You Wanna Fuck With Conan?","Titanium Man > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/106085096/you-wanna-fuck-with-conan,2.5,-1,Boulder,V2,1,25,34.3412,-118.019
"Left crack","Far Side > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/106085116/left-crack,2.5,-1,Boulder,V0,1,15,34.3402,-118.0181
"Grumpy Man Reverse","Grumpy Man > Ridge Trail > El Cariso > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/107950579/grumpy-man-reverse,2.5,-1,Boulder,V3,1,,33.64137,-117.44259
"Face to Jug","Carousel Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/106635177/face-to-jug,2.5,-1,Boulder,V1,1,15,34.27194,-118.60359
"The Fett Arete","Crystal Lake Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/107347707/the-fett-arete,2.5,-1,Boulder,"5.5 V-easy",1,35,34.3163,-117.8385
"Weight of the Rai","Other Routes > Rock Garden > Mount Baldy Road > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/107261021/weight-of-the-rai,2.5,-1,Boulder,V2,1,16,34.28159,-117.63997
"Cleft Arete","Cleft Boulder > Malibu Lieback Area > Malibu Tunnel Boulders > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/122786430/cleft-arete,2.5,-1,Boulder,V1,1,6,34.07432,-118.70404
"The Layback","Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/106755568/the-layback,1.6,-1,Boulder,"5.8 V-easy",1,20,33.5947,-117.87816
"Smokey Bear","Canyon Boulders > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/119543467/smokey-bear,2.0,-1,Boulder,V1,1,45,34.27152,-118.60341
"Easy Boulder","Point Dume > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/107785079/easy-boulder,2.0,-1,Boulder,V-easy,1,10,34.00154,-118.80853
"Turlock Eliminate","Turlock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/105971446/turlock-eliminate,2.0,-1,Boulder,V0,1,20,34.2692,-118.6037
Deadshot,"Bridge Boulder > Arroyo Seco Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/107429713/deadshot,2.1,-1,Boulder,V1,1,8,34.212,-118.1714
"Si mon, I came prepared","Vasquez Rocks > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/116549952/si-mon-i-came-prepared,2.3,-1,Boulder,V1-2,1,10,34.48871,-118.32131
"And The Holy Spirit, Amen","Holy Water Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/108119421/and-the-holy-spirit-amen,2.0,-1,Boulder,V3,1,,34.34,-118.0149
Arete,"Jam Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/114284146/arete,2.1,-1,Boulder,V2,1,,34.27002,-118.60556
"North West Arete - Left Side","Carousel Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/106635173/north-west-arete-left-side,2.3,-1,Boulder,V2,1,15,34.27194,-118.60359
"Her Scar","Elysia > First Hill > El Cariso > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/107857003/her-scar,2.1,-1,Boulder,V2,1,10,33.64482,-117.44256
"North Face Mantle","Pump Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/120465844/north-face-mantle,2.3,-1,Boulder,V0,1,10,34.26995,-118.60561
"Jam Crack","Bat Boulder > Summit Boulders > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/107960775/jam-crack,2.1,-1,Boulder,V-easy,1,,34.2707,-118.6043
Vengaboys,"Boulder South of Chouinard's Hole > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/117727767/vengaboys,2.3,-1,Boulder,V0,1,12,34.27188,-118.60433
"Pan Am","Colorado Boulder > Purple Stones North > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119387026/pan-am,2.3,-1,Boulder,V2,1,10,34.07668,-118.59135
"Big Ricky","Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/106769036/big-ricky,2.3,-1,"Trad, Boulder",V4,1,20,33.5947,-117.87816
"Burn Victim","Burn Victim > First Hill > El Cariso > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/107764124/burn-victim,2.3,-1,Boulder,V0-1,1,,33.64473,-117.44223
"Overhang Right","The Captains Boulder > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112935712/overhang-right,2.3,-1,Boulder,V3,1,8,34.1004,-118.8439
"Natural Selection","Far Side > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/106085107/natural-selection,2.3,-1,Boulder,V4-5,1,12,34.3402,-118.0181
"Tower Number One","Upper San Juan Boulders > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/108086941/tower-number-one,2.3,-1,Boulder,V4,1,15,33.60723,-117.4336
"Unnamed V3","Ummagumma Area 1 > Summit Boulders > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/106065989/unnamed-v3,2.3,-1,Boulder,V3,1,,34.271,-118.6036
"Zen Steps","Other Routes > Rock Garden > Mount Baldy Road > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/107261041/zen-steps,2.3,-1,Boulder,V1,1,11,34.28159,-117.63997
"Holds in Alderaan Places","Death Star > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/119289638/holds-in-alderaan-places,2.2,-1,Boulder,V2,1,12,34.26964,-118.60362
Batarang,"Batman Boulder > Trabuco Creek > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/114506183/batarang,2.2,-1,Boulder,V1,1,9,33.67322,-117.54857
"No Pigs","Boulder 1 > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/116973867/no-pigs,2.2,-1,Boulder,V2,1,12,34.2698,-118.6056
"Death Star Traverse","Death Star > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/119289498/death-star-traverse,2.3,-1,Boulder,V2,1,25,34.26964,-118.60362
"True Mantle","Pump Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/118241203/true-mantle,2.0,-1,Boulder,V0,1,10,34.26995,-118.60561
"Headwaters Ramp","The Headwaters > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119386936/headwaters-ramp,2.0,-1,Boulder,V0,1,20,34.07777,-118.59257
"Face Eliminate","Turlock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/106778620/face-eliminate,1.9,-1,Boulder,V0,1,20,34.2692,-118.6037
"LBJ Arete","LBJ Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/112275139/lbj-arete,2.3,-1,Boulder,V1,1,12,34.3404,-118.01681
"The Seder Special","Holy Water Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/111672061/the-seder-special,2.0,-1,Boulder,V2-,1,10,34.34,-118.0149
"Heady Topper","A - Boulder (Left Of Trail) > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/111672032/heady-topper,2.3,-1,Boulder,"V3 PG13",1,15,34.34141,-118.01597
Batwing,"Batman Boulder > Trabuco Creek > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/114506254/batwing,2.2,-1,Boulder,V1-2,1,10,33.67322,-117.54857
"Watch Your Back","KinderCare Boulders > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/109912964/watch-your-back,2.2,-1,Boulder,V1,1,9,33.63796,-117.41618
"Pyramid Face","Pyramid Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/105873798/pyramid-face,1.5,-1,Boulder,V0,1,15,34.27052,-118.60373
"Pyramid Slab I","Pyramid Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/105873809/pyramid-slab-i,1.8,-1,Boulder,V0+,1,15,34.27052,-118.60373
"One Pig","Boulder 1 > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/112370945/one-pig,2.0,-1,Boulder,V1,1,,34.2698,-118.6056
"Diamond Man Dyno","Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/106755916/diamond-man-dyno,1.9,-1,Boulder,V1,1,15,33.5947,-117.87816
Arachnophobia,"Gainsborough Boulders > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/108205429/arachnophobia,2.0,-1,Boulder,V0+,1,,34.1954,-118.8859
Eliminate,"Pump Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/107731411/eliminate,1.9,-1,Boulder,"5.8- V-easy",1,15,34.26995,-118.60561
"Face and Crack","Carousel Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/106116012/face-and-crack,1.9,-1,Boulder,V0,1,20,34.27194,-118.60359
"Face I","Cap Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/105874534/face-i,2.0,-1,Boulder,V0,1,15,34.26946,-118.60339
"Knob City","Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/106762599/knob-city,1.7,-1,Boulder,"5.8 V-easy",1,15,33.5947,-117.87816
"The Overhang","Gainsborough Boulders > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/108205445/the-overhang,2.0,-1,Boulder,V2,1,,34.1954,-118.8859
"Unknown V1","Peanut Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/112101949/unknown-v1,2.0,-1,Boulder,V2,1,13,34.33979,-118.01607
Monos,"Monos Boulder > Malibu Tunnel Boulders > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117405561/monos,2.0,-1,Boulder,V2,1,13,34.0742,-118.70395
"Head Above the Stairs","Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/106755534/head-above-the-stairs,1.6,-1,Boulder,"V1 R",1,25,33.5947,-117.87816
